 "name" , "link" , "event" , "resource" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 8" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lab 5" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 8" , "Worksheet" ,
 "layer cake" , "http://dbpedia.org/resource/Layer_cake" , "Lecture 3" , "Slides" ,
 "layer cake" , "http://dbpedia.org/resource/Layer_cake" , "Lecture 5" , "Slides" ,
 "layer cake" , "http://dbpedia.org/resource/Layer_cake" , "Lecture 1" , "Slides" ,
 "layer cake" , "http://dbpedia.org/resource/Layer_cake" , "Lecture 2" , "Slides" ,
 "montreal" , "http://dbpedia.org/resource/Montreal" , "Lecture 4" , "Worksheet" ,
 "montreal" , "http://dbpedia.org/resource/Montreal" , "Lab 3" , "Slides" ,
 "montreal" , "http://dbpedia.org/resource/Montreal" , "Lecture 2" , "Worksheet" ,
 "montreal" , "http://dbpedia.org/resource/Montreal" , "Lecture 8" , "Slides" ,
 "montreal" , "http://dbpedia.org/resource/Montreal" , "Lab 5" , "Slides" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lab 9" , "Slides" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 9" , "Worksheet" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 1" , "Slides" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 2" , "Worksheet" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 8" , "Slides" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lab 5" , "Slides" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lab 7" , "Slides" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 8" , "Worksheet" ,
 "natural language" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 9" , "Slides" ,
 "sheffield" , "http://dbpedia.org/resource/Sheffield" , "Lecture 1" , "Slides" ,
 "sheffield" , "http://dbpedia.org/resource/Sheffield" , "Lecture 9" , "Slides" ,
 "sheffield" , "http://dbpedia.org/resource/University_of_Sheffield" , "Lecture 1" , "Slides" ,
 "sheffield" , "http://dbpedia.org/resource/University_of_Sheffield" , "Lecture 9" , "Slides" ,
 "world wide web" , "http://dbpedia.org/resource/World_Wide_Web" , "Lecture 8" , "Slides" ,
 "supervised learning" , "http://dbpedia.org/resource/Machine_learning" , "Lab 9" , "Slides" ,
 "supervised learning" , "http://dbpedia.org/resource/Machine_learning" , "Lecture 8" , "Slides" ,
 "supervised learning" , "http://dbpedia.org/resource/Machine_learning" , "Lecture 9" , "Slides" ,
 "test" , "http://dbpedia.org/resource/Test_cricket" , "Lecture 5" , "Worksheet" ,
 "test" , "http://dbpedia.org/resource/Test_cricket" , "Lecture 8" , "Worksheet" ,
 "voltaire" , "http://dbpedia.org/resource/Voltaire" , "Lecture 7" , "Slides" ,
 "london" , "http://dbpedia.org/resource/London" , "Lecture 3" , "Slides" ,
 "london" , "http://dbpedia.org/resource/London" , "Lecture 2" , "Slides" ,
 "glutathione s-transferase" , "http://dbpedia.org/resource/Glutathione_S-transferase" , "Lecture 9" , "Slides" ,
 "snowball" , "http://dbpedia.org/resource/Simpson_family" , "Lecture 9" , "Slides" ,
 "php" , "http://dbpedia.org/resource/PHP" , "Lecture 2" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 3" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 5" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 1" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lab 2" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 2" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 2" , "Worksheet" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 4" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 5" , "Worksheet" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 8" , "Slides" ,
 "rdf" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 3" , "Worksheet" ,
 "hbo" , "http://dbpedia.org/resource/HBO" , "Lecture 8" , "Slides" ,
 "automata theory" , "http://dbpedia.org/resource/Automata_theory" , "Lecture 8" , "Slides" ,
 "java" , "http://dbpedia.org/resource/Java_virtual_machine" , "Lab 2" , "Slides" ,
 "java" , "http://dbpedia.org/resource/Java_virtual_machine" , "Lecture 2" , "Slides" ,
 "wikileaks" , "http://dbpedia.org/resource/WikiLeaks" , "Lecture 7" , "Slides" ,
 "babelnet" , "http://dbpedia.org/resource/BabelNet" , "Lecture 5" , "Slides" ,
 "protein" , "http://dbpedia.org/resource/Protein" , "Lecture 4" , "Slides" ,
 "protein" , "http://dbpedia.org/resource/Protein" , "Lecture 9" , "Slides" ,
 "f-measure" , "http://dbpedia.org/resource/F1_score" , "Lecture 7" , "Slides" ,
 "pos tags" , "http://dbpedia.org/resource/Brown_Corpus" , "Lecture 9" , "Worksheet" ,
 "pos tags" , "http://dbpedia.org/resource/Brown_Corpus" , "Lecture 9" , "Slides" ,
 "morphological analysis" , "http://dbpedia.org/resource/Morphological_analysis_(problem-solving)" , "Lecture 9" , "Slides" ,
 "cloud" , "http://dbpedia.org/resource/Cloud_computing" , "Lab 1" , "Slides" ,
 "cloud" , "http://dbpedia.org/resource/Cloud_computing" , "Lab 9" , "Slides" ,
 "cloud" , "http://dbpedia.org/resource/Cloud_computing" , "Lab 5" , "Slides" ,
 "k-means" , "http://dbpedia.org/resource/K-means_clustering" , "Lecture 7" , "Slides" ,
 "part-of-speech" , "http://dbpedia.org/resource/Part-of-speech_tagging" , "Lecture 9" , "Worksheet" ,
 "part-of-speech" , "http://dbpedia.org/resource/Part-of-speech_tagging" , "Lecture 9" , "Slides" ,
 "deepdive" , "http://dbpedia.org/resource/Transformers" , "Lecture 2" , "Slides" ,
 "adverb" , "http://dbpedia.org/resource/Adverb" , "Lecture 8" , "Slides" ,
 "adverb" , "http://dbpedia.org/resource/Adverb" , "Lecture 9" , "Slides" ,
 "utf-8" , "http://dbpedia.org/resource/UTF-8" , "Lab 9" , "Slides" ,
 "utf-8" , "http://dbpedia.org/resource/UTF-8" , "Lecture 4" , "Slides" ,
 "utf-8" , "http://dbpedia.org/resource/UTF-8" , "Lecture 8" , "Slides" ,
 "frog" , "http://dbpedia.org/resource/Frog" , "Lecture 2" , "Slides" ,
 "biological pathway" , "http://dbpedia.org/resource/Biological_pathway" , "Lecture 4" , "Slides" ,
 "blender" , "http://dbpedia.org/resource/Blender" , "Lab 9" , "Slides" ,
 "o'reilly media" , "http://dbpedia.org/resource/O'Reilly_Media" , "Lecture 5" , "Slides" ,
 "o'reilly media" , "http://dbpedia.org/resource/O'Reilly_Media" , "Lecture 4" , "Slides" ,
 "o'reilly media" , "http://dbpedia.org/resource/O'Reilly_Media" , "Lecture 7" , "Slides" ,
 "data integration" , "http://dbpedia.org/resource/Data_integration" , "Lecture 5" , "Slides" ,
 "data integration" , "http://dbpedia.org/resource/Data_integration" , "Lecture 2" , "Slides" ,
 "data integration" , "http://dbpedia.org/resource/Data_integration" , "Lecture 4" , "Slides" ,
 "kolkata" , "http://dbpedia.org/resource/Kolkata" , "Lecture 2" , "Slides" ,
 "eval" , "http://dbpedia.org/resource/Eval" , "Lab 9" , "Slides" ,
 "google drive" , "http://dbpedia.org/resource/Google_Drive" , "Lab 1" , "Slides" ,
 "caesar" , "http://dbpedia.org/resource/Julius_Caesar" , "Lecture 6" , "Slides" ,
 "w3.org" , "http://dbpedia.org/resource/World_Wide_Web_Consortium" , "Lecture 5" , "Worksheet" ,
 "jimmy olsen" , "http://dbpedia.org/resource/Jimmy_Olsen" , "Lab 9" , "Slides" ,
 "amazon alexa" , "http://dbpedia.org/resource/Amazon_Alexa" , "Lecture 1" , "Slides" ,
 "othello" , "http://dbpedia.org/resource/Othello" , "Lecture 6" , "Slides" ,
 "kal-el" , "http://dbpedia.org/resource/Superman" , "Lab 9" , "Slides" ,
 "toy story 2" , "http://dbpedia.org/resource/Toy_Story_2" , "Lab 6" , "Slides" ,
 "peter norvig" , "http://dbpedia.org/resource/Peter_Norvig" , "Lecture 2" , "Slides" ,
 "peter norvig" , "http://dbpedia.org/resource/Peter_Norvig" , "Lecture 8" , "Slides" ,
 "alma" , "http://dbpedia.org/resource/Alma_Mahler" , "Lab 4" , "Slides" ,
 "yandex" , "http://dbpedia.org/resource/Yandex" , "Lecture 2" , "Slides" ,
 "text mining" , "http://dbpedia.org/resource/Text_mining" , "Lecture 9" , "Worksheet" ,
 "text mining" , "http://dbpedia.org/resource/Text_mining" , "Lecture 9" , "Slides" ,
 "aspergillus" , "http://dbpedia.org/resource/Aspergillus" , "Lecture 9" , "Slides" ,
 "perceptrons" , "http://dbpedia.org/resource/Perceptron" , "Lecture 2" , "Slides" ,
 "john berryman" , "http://dbpedia.org/resource/John_Berryman" , "Lecture 6" , "Slides" ,
 "archive" , "http://dbpedia.org/resource/Internet_Archive" , "Lab 4" , "Slides" ,
 "uniform resource locator" , "http://dbpedia.org/resource/Uniform_Resource_Locator" , "Lecture 3" , "Slides" ,
 "type i error" , "http://dbpedia.org/resource/Type_I_and_type_II_errors" , "Lecture 7" , "Slides" ,
 "dbpedia spotlight" , "http://dbpedia.org/resource/DBpedia" , "Lecture 5" , "Slides" ,
 "dbpedia spotlight" , "http://dbpedia.org/resource/DBpedia" , "Lecture 5" , "Worksheet" ,
 "escherichia coli" , "http://dbpedia.org/resource/Escherichia_coli" , "Lecture 9" , "Slides" ,
 "iso" , "http://dbpedia.org/resource/International_Organization_for_Standardization" , "Lecture 3" , "Slides" ,
 "netflix" , "http://dbpedia.org/resource/Netflix" , "Lecture 6" , "Slides" ,
 "netflix" , "http://dbpedia.org/resource/Netflix" , "Lecture 7" , "Slides" ,
 "lex luthor" , "http://dbpedia.org/resource/Lex_Luthor" , "Lab 9" , "Slides" ,
 "xml" , "http://dbpedia.org/resource/XML" , "Lab 9" , "Slides" ,
 "xml" , "http://dbpedia.org/resource/XML" , "Lecture 4" , "Slides" ,
 "xml" , "http://dbpedia.org/resource/XML" , "Lecture 9" , "Slides" ,
 "cat" , "http://dbpedia.org/resource/Cat" , "Lecture 7" , "Slides" ,
 "cat" , "http://dbpedia.org/resource/Cat" , "Lecture 9" , "Slides" ,
 "steve jobs" , "http://dbpedia.org/resource/Steve_Jobs" , "Lecture 1" , "Slides" ,
 "steve jobs" , "http://dbpedia.org/resource/Steve_Jobs" , "Lecture 8" , "Worksheet" ,
 "confidentiality" , "http://dbpedia.org/resource/Information_security" , "Lecture 9" , "Slides" ,
 "conceptnet" , "http://dbpedia.org/resource/Open_Mind_Common_Sense" , "Lecture 2" , "Slides" ,
 "extrapolate" , "http://dbpedia.org/resource/Extrapolation" , "Lecture 7" , "Slides" ,
 "overfitting" , "http://dbpedia.org/resource/Overfitting" , "Lecture 7" , "Slides" ,
 "overfitting" , "http://dbpedia.org/resource/Overfitting" , "Lecture 8" , "Slides" ,
 "a12" , "http://dbpedia.org/resource/Nissan_A_engine" , "Lecture 2" , "Slides" ,
 "recommender system" , "http://dbpedia.org/resource/Recommender_system" , "Lecture 6" , "Slides" ,
 "hoban washburne" , "http://dbpedia.org/resource/List_of_Firefly_characters" , "Lab 1" , "Slides" ,
 "unfriended" , "http://dbpedia.org/resource/Unfriended" , "Lecture 8" , "Slides" ,
 "martin" , "http://dbpedia.org/resource/List_of_recurring_The_Simpsons_characters" , "Lecture 9" , "Slides" ,
 "sony" , "http://dbpedia.org/resource/Sony" , "Lecture 8" , "Slides" ,
 "dewey decimal classification" , "http://dbpedia.org/resource/Dewey_Decimal_Classification" , "Lecture 3" , "Slides" ,
 "idf" , "http://dbpedia.org/resource/Israel_Defense_Forces" , "Lecture 6" , "Slides" ,
 "resource description framework" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 2" , "Worksheet" ,
 "pdf" , "http://dbpedia.org/resource/Portable_Document_Format" , "Lecture 9" , "Slides" ,
 "metadata" , "http://dbpedia.org/resource/Metadata" , "Lecture 6" , "Slides" ,
 "metadata" , "http://dbpedia.org/resource/Metadata" , "Lecture 1" , "Slides" ,
 "metadata" , "http://dbpedia.org/resource/Metadata" , "Lecture 5" , "Worksheet" ,
 "metadata" , "http://dbpedia.org/resource/Metadata" , "Lecture 9" , "Slides" ,
 "ontology language" , "http://dbpedia.org/resource/Ontology_language" , "Lecture 4" , "Slides" ,
 "vector space model" , "http://dbpedia.org/resource/Vector_space_model" , "Lecture 6" , "Slides" ,
 "disney" , "http://dbpedia.org/resource/The_Walt_Disney_Company" , "Lecture 8" , "Slides" ,
 "skype" , "http://dbpedia.org/resource/Skype" , "Lab 9" , "Slides" ,
 "silo" , "http://dbpedia.org/resource/Silo" , "Lecture 5" , "Slides" ,
